mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
1.182446837425232,0.5280624526057662,0.09799599647521973,0.011147810481119963,0.028763899812910332,{'ridge__alpha': 0.028763899812910332},-0.9376525406044732,-0.8754292208673075,-0.9446471734529301,-0.7657688680862625,-1.0225468917459106,-1.0887207469244626,-1.0314414701528656,-0.8310834306694482,-0.9371612928129576,0.10225258248917586,41,-0.7909687910842335,-0.776954725265437,-0.7677705767823766,-0.7893567290278912,-0.782210578080963,-0.8120343615704346,-0.846677455847744,-0.8673869154750301,-0.8041700166417638,0.03317872191242425
1.1598882675170898,0.5582049861928905,0.10168260335922241,0.0225046065519984,0.06493647945831575,{'ridge__alpha': 0.06493647945831575},-0.9375054449745873,-0.8754319150418968,-0.9446435797260592,-0.7658940719139377,-1.0225431042994773,-1.0887250239838415,-1.0315701172443457,-0.8310832790145266,-0.9371745670248339,0.10224130046371616,43,-0.7909687939927847,-0.7769547401197758,-0.7677705776714483,-0.7893563856814558,-0.7822105912674163,-0.8120343628823821,-0.8466758667200063,-0.86738691548028,-0.8041697792269438,0.03317848374497443
1.1479277610778809,0.5332072551379147,0.09224510192871094,0.0024470189040639327,0.013729636691826495,{'ridge__alpha': 0.013729636691826495},-0.9040381489427921,-0.8754640802144711,-0.9446502089000387,-0.7658967223094097,-1.022547709063071,-1.0887188564272863,-1.031444338598147,-0.8310832400951503,-0.9329804130687958,0.10280677798204285,22,-0.7909776090093891,-0.7769547387164577,-0.7677705770815667,-0.789356385693414,-0.7822105904160889,-0.8120343613580674,-0.8466774564429435,-0.8673869154744367,-0.8041710792740455,0.03317830028662609
1.1344303786754608,0.5349522933125503,0.10397791862487793,0.0160552636666415,0.039290265557269805,{'ridge__alpha': 0.039290265557269805},-0.9040378829158606,-0.8754235178546855,-0.9446468091853307,-0.7657680884987293,-1.0225546380267472,-1.0887166374249786,-1.0314443988311002,-0.8310830929659394,-0.9329593832129215,0.10283607263301162,15,-0.79097760926307,-0.7769547255769077,-0.7677705773559322,-0.7893567288546913,-0.782210579354194,-0.8120343613502711,-0.8466774565738158,-0.8673869154759843,-0.8041711192256084,0.03317828336676776
1.1295321583747864,0.5332333893910666,0.0931953489780426,0.0022908714454677208,0.030844145048784237,{'ridge__alpha': 0.030844145048784237},-0.9376415272419119,-0.8754551078700112,-0.9446475778282996,-0.7658919693091525,-1.0225395798601182,-1.088715322969599,-1.0314456811606723,-0.8310832747560605,-0.9371775051244782,0.10222357554412231,44,-0.7909687914039544,-0.7769547420089725,-0.7677705772432017,-0.7893563858149671,-0.782210591663208,-0.8120343616952762,-0.8466774560028403,-0.8673869154751936,-0.8041699776634518,0.03317873817591792
1.2005955278873444,0.5065234026912231,0.10091674327850342,0.016249201742073328,0.100841088579585,{'ridge__alpha': 0.100841088579585},-0.9373571986447992,-0.8754140209350104,-0.9446377801087384,-0.7657710109240569,-1.0225509554335066,-1.088720728276549,-1.0315091765936446,-0.8310832662097113,-0.937130517140752,0.10226131406658365,36,-0.7909687938232868,-0.7769547458488828,-0.7677705772467235,-0.789356729511207,-0.7822105789820079,-0.8120343614334946,-0.8466765591005644,-0.8673869154880182,-0.8041699076792732,0.03317857589035953
1.1692425310611725,0.5410991938106333,0.09327182173728943,0.0031416767202134817,0.020856835587088736,{'ridge__alpha': 0.020856835587088736},-0.9376837812706275,-0.8754669709165648,-0.9444046937555692,-0.7658929906694907,-1.0225506989448492,-1.0887175477866506,-1.0314466243751663,-0.8310832291661496,-0.9371558171106336,0.10222199416035607,38,-0.7909687910865829,-0.7769547432464637,-0.7677675766255954,-0.7893563857586545,-0.7822105776781093,-0.812034361999802,-0.8466774542192348,-0.8673869154745895,-0.804169600761129,0.03317915044643823
1.1789932548999786,0.5522048629682028,0.10346758365631104,0.01990578443153873,0.02908123157920314,{'ridge__alpha': 0.02908123157920314},-0.9376524776332008,-0.8754483198981202,-0.9446477855232179,-0.7658876692639867,-1.0225491987147672,-1.0887174360301177,-1.0314358227816784,-0.8310833745903564,-0.9371777605544307,0.10222524307389734,46,-0.7909687917227772,-0.7769547526446828,-0.7677705776002274,-0.7893563873251817,-0.7822105785314682,-0.8120343617894406,-0.8466774554478423,-0.8673869154752036,-0.804169977567103,0.03317873793662792
1.1928683519363403,0.5411537192202396,0.0954388976097107,0.004451670929385443,0.047387628640212745,{'ridge__alpha': 0.047387628640212745},-0.9040493205908641,-0.8754129641560398,-0.944644855309236,-0.7658951184570535,-1.0225634448331555,-1.08871329873371,-1.0315083757471875,-0.8310833327588489,-0.932983838823262,0.1028185293025643,24,-0.7909776007637682,-0.7769547421057059,-0.7677705772989103,-0.7893563855905286,-0.7822105943851954,-0.8120343628411847,-0.8466765590779205,-0.8673869154751597,-0.8041709671922966,0.03317815633423976
1.151027888059616,0.5171761139350205,0.09890595078468323,0.018284809143325843,0.3501143616841245,{'ridge__alpha': 0.3501143616841245},-0.936392530976104,-0.8752662755138443,-0.944603806227445,-0.7657664846245679,-1.0225565942736126,-1.0887096410363912,-1.0314421774783704,-0.8310832841965369,-0.9369775992908591,0.10226410292761834,30,-0.7909688151794065,-0.77695474854573,-0.7677705790301508,-0.7893567300485319,-0.7822105797770434,-0.8120343640544213,-0.8466774568879989,-0.8673869156310584,-0.8041700236442927,0.03317871809887291
1.1467913091182709,0.5550679776326448,0.09789833426475525,0.013809574733612306,0.9386214544664825,{'ridge__alpha': 0.9386214544664825},-0.9040067539851829,-0.8749245084246822,-0.9445280695938146,-0.7657609373908586,-1.0225643142589744,-1.0887221500232056,-1.0314419425182395,-0.8310831030531737,-0.9328789724060165,0.10287375675571436,1,-0.790977696314626,-0.7769548009886026,-0.767770598690969,-0.7893567360914617,-0.7822105833169427,-0.8120343655495188,-0.8466774579991329,-0.8673869166030095,-0.804171144444283,0.03317826827054017
1.1522161662578583,0.5322635794324306,0.09242340922355652,0.0029593701411529715,0.32795018879713767,{'ridge__alpha': 0.32795018879713767},-0.9364438474993443,-0.8752719670251752,-0.9446087056635241,-0.7658879524118187,-1.0225571663435253,-1.0887176333886655,-1.031453428704204,-0.831083211463794,-0.9370029890625063,0.10224111807533572,31,-0.7909688178280945,-0.7769547496829072,-0.7677705801354088,-0.7893563868197994,-0.782210577402403,-0.8120343617169656,-0.8466774535214956,-0.8673869156120011,-0.8041699803398844,0.03317873643784954
1.1555575132369995,0.5537923113505071,0.10543200373649597,0.024610723670892086,0.1186027630011822,{'ridge__alpha': 0.1186027630011822},-0.9372804847233274,-0.8753422724404066,-0.9443813238451363,-0.7657703078553807,-1.022566874611163,-1.088729410104387,-1.0314423904533065,-0.8310833693755021,-0.9370745541760762,0.10226008670619517,34,-0.7909687969875393,-0.7769547474835679,-0.7677675778262832,-0.7893567296399083,-0.7822105941383869,-0.8120343634736978,-0.8466774565523544,-0.8673869154916586,-0.8041696476991745,0.03317912942246676
1.2478770315647125,0.5710298364195056,0.0962119996547699,0.003638557671823265,0.02228659237837368,{'ridge__alpha': 0.02228659237837368},-0.9376642930751169,-0.8754613085362699,-0.9444033955730792,-0.7658978223434278,-1.0225647734637644,-1.088722985893553,-1.031448335550144,-0.8310840600416038,-0.9371558718096198,0.1022239528320332,39,-0.7909687970806699,-0.7769547258568671,-0.7677675808775244,-0.7893563857211241,-0.782210591091476,-0.8120343620276105,-0.8466774535256354,-0.8673869154444639,-0.8041696014531714,0.033179150123164365
2.479532480239868,1.6414977029129503,0.22558993101119995,0.0953158279875082,0.6521746445831013,{'ridge__alpha': 0.6521746445831013},-0.9040055383755554,-0.8751117758069907,-0.9445651353447322,-0.7657633115852002,-1.0225580434679937,-1.088720320731668,-1.031446962846383,-0.8310830991617645,-0.932906773415036,0.10286024419799518,4,-0.7909776507605536,-0.7769547575269651,-0.7677705880156942,-0.789356732423834,-0.7822105820729007,-0.8120343629520889,-0.8466774540982985,-0.8673869160194021,-0.8041711304837171,0.03317827592236799
